----------------------------------------------
*** WARNING ***
Don't use the item ID for anything "proper"!!
It's provided here for completeness's sake, it's different in every world.
----------------------------------------------
Mod name, Registry name, Item ID, Display name
Applied Energistics 2, appliedenergistics2:blank_pattern, 6844, Blank Pattern
Applied Energistics 2, appliedenergistics2:blue_covered_cable, 6959, Blue ME Covered Cable
Applied Energistics 2, appliedenergistics2:blue_covered_dense_cable, 6993, Blue ME Dense Covered Cable
Applied Energistics 2, appliedenergistics2:blue_glass_cable, 6976, Blue ME Glass Cable
Applied Energistics 2, appliedenergistics2:blue_lumen_paint_ball, 6920, Blue Lumen Paint Ball
Applied Energistics 2, appliedenergistics2:blue_paint_ball, 6904, Blue Paint Ball
Applied Energistics 2, appliedenergistics2:blue_smart_cable, 6942, Blue ME Smart Cable
Applied Energistics 2, appliedenergistics2:blue_smart_dense_cable, 7010, Blue ME Dense Smart Cable
Applied Energistics 2, appliedenergistics2:brown_covered_cable, 6960, Brown ME Covered Cable
Applied Energistics 2, appliedenergistics2:brown_covered_dense_cable, 6994, Brown ME Dense Covered Cable
Applied Energistics 2, appliedenergistics2:brown_glass_cable, 6977, Brown ME Glass Cable
Applied Energistics 2, appliedenergistics2:brown_lumen_paint_ball, 6921, Brown Lumen Paint Ball
Applied Energistics 2, appliedenergistics2:brown_paint_ball, 6905, Brown Paint Ball
Applied Energistics 2, appliedenergistics2:brown_smart_cable, 6943, Brown ME Smart Cable
Applied Energistics 2, appliedenergistics2:brown_smart_dense_cable, 7011, Brown ME Dense Smart Cable
Applied Energistics 2, appliedenergistics2:cable_anchor, 7019, Cable Anchor
Applied Energistics 2, appliedenergistics2:cable_bus, 6777, AE2 Cable and/or Bus
Applied Energistics 2, appliedenergistics2:cable_energy_acceptor, 7051, Energy Acceptor
Applied Energistics 2, appliedenergistics2:cable_fluid_interface, 7042, ME Fluid Interface
Applied Energistics 2, appliedenergistics2:cable_interface, 7041, ME Interface
Applied Energistics 2, appliedenergistics2:calculation_processor, 6807, Calculation Processor
Applied Energistics 2, appliedenergistics2:calculation_processor_press, 6797, Inscriber Calculation Press
Applied Energistics 2, appliedenergistics2:capacity_card, 6821, Capacity Card
Applied Energistics 2, appliedenergistics2:cell_workbench, 6742, Cell Workbench
Applied Energistics 2, appliedenergistics2:certus_crystal_seed, 6889, Certus Quartz Seed
Applied Energistics 2, appliedenergistics2:certus_quartz_axe, 6849, Certus Quartz Axe
Applied Energistics 2, appliedenergistics2:certus_quartz_crystal, 6833, Certus Quartz Crystal
Applied Energistics 2, appliedenergistics2:certus_quartz_cutting_knife, 6855, Certus Quartz Cutting Knife
Applied Energistics 2, appliedenergistics2:certus_quartz_dust, 6830, Certus Quartz Dust
Applied Energistics 2, appliedenergistics2:certus_quartz_hoe, 6850, Certus Quartz Hoe
Applied Energistics 2, appliedenergistics2:certus_quartz_pickaxe, 6852, Certus Quartz Pickaxe
Applied Energistics 2, appliedenergistics2:certus_quartz_shovel, 6851, Certus Quartz Shovel
Applied Energistics 2, appliedenergistics2:certus_quartz_sword, 6853, Certus Quartz Sword
Applied Energistics 2, appliedenergistics2:certus_quartz_wrench, 6854, Certus Quartz Wrench
Applied Energistics 2, appliedenergistics2:charged_certus_quartz_crystal, 6834, Charged Certus Quartz Crystal
Applied Energistics 2, appliedenergistics2:charged_quartz_ore, 6710, Charged Certus Quartz Ore
Applied Energistics 2, appliedenergistics2:charged_staff, 6865, Charged Staff
Applied Energistics 2, appliedenergistics2:charger, 6730, Charger
Applied Energistics 2, appliedenergistics2:chest, 6739, ME Chest
Applied Energistics 2, appliedenergistics2:chiseled_quartz_block, 6714, Chiseled Certus Quartz Block
Applied Energistics 2, appliedenergistics2:chiseled_quartz_slab, 6784, Chiseled Certus Quartz Slabs
Applied Energistics 2, appliedenergistics2:chiseled_quartz_stairs, 6767, Chiseled Certus Quartz Stairs
Applied Energistics 2, appliedenergistics2:chiseled_quartz_wall, 6775, Chiseled Certus Quartz Wall
Applied Energistics 2, appliedenergistics2:color_applicator, 6871, Color Applicator - Empty
Applied Energistics 2, appliedenergistics2:condenser, 6744, Matter Condenser
Applied Energistics 2, appliedenergistics2:controller, 6737, ME Controller
Applied Energistics 2, appliedenergistics2:conversion_monitor, 7040, ME Conversion Monitor
Applied Energistics 2, appliedenergistics2:crafting_accelerator, 6752, Crafting Co-Processing Unit
Applied Energistics 2, appliedenergistics2:crafting_card, 6824, Crafting Card
Applied Energistics 2, appliedenergistics2:crafting_monitor, 6757, Crafting Monitor
Applied Energistics 2, appliedenergistics2:crafting_terminal, 7037, ME Crafting Terminal
Applied Energistics 2, appliedenergistics2:crafting_unit, 6751, Crafting Unit
Applied Energistics 2, appliedenergistics2:crank, 6727, Wooden Crank
Applied Energistics 2, appliedenergistics2:creative_energy_cell, 6750, Creative Energy Cell
Applied Energistics 2, appliedenergistics2:creative_storage_cell, 6875, Creative ME Storage Cell
Applied Energistics 2, appliedenergistics2:cyan_covered_cable, 6957, Cyan ME Covered Cable
Applied Energistics 2, appliedenergistics2:cyan_covered_dense_cable, 6991, Cyan ME Dense Covered Cable
Applied Energistics 2, appliedenergistics2:cyan_glass_cable, 6974, Cyan ME Glass Cable
Applied Energistics 2, appliedenergistics2:cyan_lumen_paint_ball, 6918, Cyan Lumen Paint Ball
Applied Energistics 2, appliedenergistics2:cyan_paint_ball, 6902, Cyan Paint Ball
Applied Energistics 2, appliedenergistics2:cyan_smart_cable, 6940, Cyan ME Smart Cable
Applied Energistics 2, appliedenergistics2:cyan_smart_dense_cable, 7008, Cyan ME Dense Smart Cable
Applied Energistics 2, appliedenergistics2:dark_monitor, 7022, Dark Illuminated Panel
Applied Energistics 2, appliedenergistics2:debug_card, 6927, Dev.DebugCard
Applied Energistics 2, appliedenergistics2:debug_chunk_loader, 6788, Dev.ChunkLoader
Applied Energistics 2, appliedenergistics2:debug_cube_gen, 6790, Dev.CubeGen
Applied Energistics 2, appliedenergistics2:debug_energy_gen, 6791, Dev.EnergyGen
Applied Energistics 2, appliedenergistics2:debug_eraser, 6925, Dev.Eraser
Applied Energistics 2, appliedenergistics2:debug_item_gen, 6787, Dev.ItemGen
Applied Energistics 2, appliedenergistics2:debug_meteorite_placer, 6926, Dev.MeteoritePlacer
Applied Energistics 2, appliedenergistics2:debug_part_placer, 6929, Dev.PartPlacer
Applied Energistics 2, appliedenergistics2:debug_phantom_node, 6789, Dev.PhantomNode
Applied Energistics 2, appliedenergistics2:debug_replicator_card, 6928, Dev.ReplicatorCard
Applied Energistics 2, appliedenergistics2:dense_energy_cell, 6749, Dense Energy Cell
Applied Energistics 2, appliedenergistics2:drive, 6738, ME Drive
Applied Energistics 2, appliedenergistics2:dummy_fluid_item, 6930, Water
Applied Energistics 2, appliedenergistics2:empty_storage_cell, 6818, ME Storage Housing
Applied Energistics 2, appliedenergistics2:encoded_pattern, 6892, Encoded Pattern
Applied Energistics 2, appliedenergistics2:ender_dust, 6825, Ender Dust
Applied Energistics 2, appliedenergistics2:energy_acceptor, 6745, Energy Acceptor
Applied Energistics 2, appliedenergistics2:energy_cell, 6748, Energy Cell
Applied Energistics 2, appliedenergistics2:engineering_processor, 6808, Engineering Processor
Applied Energistics 2, appliedenergistics2:engineering_processor_press, 6798, Inscriber Engineering Press
Applied Energistics 2, appliedenergistics2:entropy_manipulator, 6863, Entropy Manipulator
Applied Energistics 2, appliedenergistics2:export_bus, 7027, ME Export Bus
Applied Energistics 2, appliedenergistics2:facade, 6888, Cable Facade
Applied Energistics 2, appliedenergistics2:fe_p2p_tunnel, 7047, FE P2P Tunnel
Applied Energistics 2, appliedenergistics2:flour, 6826, Flour
Applied Energistics 2, appliedenergistics2:fluid_annihilation_plane, 7033, ME Fluid Annihilation Plane
Applied Energistics 2, appliedenergistics2:fluid_export_bus, 7028, ME Fluid Export Bus
Applied Energistics 2, appliedenergistics2:fluid_formation_plane, 7035, ME Fluid Formation Plane
Applied Energistics 2, appliedenergistics2:fluid_import_bus, 7026, ME Fluid Import Bus
Applied Energistics 2, appliedenergistics2:fluid_interface, 6741, ME Fluid Interface
Applied Energistics 2, appliedenergistics2:fluid_level_emitter, 7030, ME Fluid Level Emitter
Applied Energistics 2, appliedenergistics2:fluid_p2p_tunnel, 7046, Fluid P2P Tunnel
Applied Energistics 2, appliedenergistics2:fluid_storage_bus, 7024, ME Fluid Storage Bus
Applied Energistics 2, appliedenergistics2:fluid_terminal, 7050, ME Fluid Terminal
Applied Energistics 2, appliedenergistics2:fluix_block, 6718, Fluix Block
Applied Energistics 2, appliedenergistics2:fluix_covered_cable, 6964, Fluix ME Covered Cable
Applied Energistics 2, appliedenergistics2:fluix_covered_dense_cable, 6998, Fluix ME Dense Covered Cable
Applied Energistics 2, appliedenergistics2:fluix_crystal, 6835, Fluix Crystal
Applied Energistics 2, appliedenergistics2:fluix_crystal_seed, 6890, Fluix Seed
Applied Energistics 2, appliedenergistics2:fluix_dust, 6829, Fluix Dust
Applied Energistics 2, appliedenergistics2:fluix_glass_cable, 6981, Fluix ME Glass Cable
Applied Energistics 2, appliedenergistics2:fluix_pearl, 6836, Fluix Pearl
Applied Energistics 2, appliedenergistics2:fluix_slab, 6782, Fluix Slabs
Applied Energistics 2, appliedenergistics2:fluix_smart_cable, 6947, Fluix ME Smart Cable
Applied Energistics 2, appliedenergistics2:fluix_smart_dense_cable, 7015, Fluix ME Dense Smart Cable
Applied Energistics 2, appliedenergistics2:fluix_stairs, 6765, Fluix Stairs
Applied Energistics 2, appliedenergistics2:fluix_wall, 6773, Fluix Wall
Applied Energistics 2, appliedenergistics2:formation_core, 6841, Formation Core
Applied Energistics 2, appliedenergistics2:formation_plane, 7034, ME Formation Plane
Applied Energistics 2, appliedenergistics2:fuzzy_card, 6822, Fuzzy Card
Applied Energistics 2, appliedenergistics2:gold_dust, 6827, Gold Dust
Applied Energistics 2, appliedenergistics2:gray_covered_cable, 6955, Gray ME Covered Cable
Applied Energistics 2, appliedenergistics2:gray_covered_dense_cable, 6989, Gray ME Dense Covered Cable
Applied Energistics 2, appliedenergistics2:gray_glass_cable, 6972, Gray ME Glass Cable
Applied Energistics 2, appliedenergistics2:gray_lumen_paint_ball, 6916, Gray Lumen Paint Ball
Applied Energistics 2, appliedenergistics2:gray_paint_ball, 6900, Gray Paint Ball
Applied Energistics 2, appliedenergistics2:gray_smart_cable, 6938, Gray ME Smart Cable
Applied Energistics 2, appliedenergistics2:gray_smart_dense_cable, 7006, Gray ME Dense Smart Cable
Applied Energistics 2, appliedenergistics2:green_covered_cable, 6961, Green ME Covered Cable
Applied Energistics 2, appliedenergistics2:green_covered_dense_cable, 6995, Green ME Dense Covered Cable
Applied Energistics 2, appliedenergistics2:green_glass_cable, 6978, Green ME Glass Cable
Applied Energistics 2, appliedenergistics2:green_lumen_paint_ball, 6922, Green Lumen Paint Ball
Applied Energistics 2, appliedenergistics2:green_paint_ball, 6906, Green Paint Ball
Applied Energistics 2, appliedenergistics2:green_smart_cable, 6944, Green ME Smart Cable
Applied Energistics 2, appliedenergistics2:green_smart_dense_cable, 7012, Green ME Dense Smart Cable
Applied Energistics 2, appliedenergistics2:grindstone, 6726, Quartz Grindstone
Applied Energistics 2, appliedenergistics2:identity_annihilation_plane, 7032, ME Identity Annihilation Plane
Applied Energistics 2, appliedenergistics2:import_bus, 7025, ME Import Bus
Applied Energistics 2, appliedenergistics2:inscriber, 6728, Inscriber
Applied Energistics 2, appliedenergistics2:interface, 6740, ME Interface
Applied Energistics 2, appliedenergistics2:interface_terminal, 7049, ME Interface Terminal
Applied Energistics 2, appliedenergistics2:inverted_toggle_bus, 7018, ME Inverted Toggle Bus
Applied Energistics 2, appliedenergistics2:inverter_card, 6823, Inverter Card
Applied Energistics 2, appliedenergistics2:io_port, 6743, ME IO Port
Applied Energistics 2, appliedenergistics2:iron_dust, 6828, Iron Dust
Applied Energistics 2, appliedenergistics2:item_p2p_tunnel, 7045, Item P2P Tunnel
Applied Energistics 2, appliedenergistics2:level_emitter, 7029, ME Level Emitter
Applied Energistics 2, appliedenergistics2:light_blue_covered_cable, 6951, Light Blue ME Covered Cable
Applied Energistics 2, appliedenergistics2:light_blue_covered_dense_cable, 6985, Light Blue ME Dense Covered Cable
Applied Energistics 2, appliedenergistics2:light_blue_glass_cable, 6968, Light Blue ME Glass Cable
Applied Energistics 2, appliedenergistics2:light_blue_lumen_paint_ball, 6912, Light Blue Lumen Paint Ball
Applied Energistics 2, appliedenergistics2:light_blue_paint_ball, 6896, Light Blue Paint Ball
Applied Energistics 2, appliedenergistics2:light_blue_smart_cable, 6934, Light Blue ME Smart Cable
Applied Energistics 2, appliedenergistics2:light_blue_smart_dense_cable, 7002, Light Blue ME Dense Smart Cable
Applied Energistics 2, appliedenergistics2:light_detector, 6759, Light Detecting Fixture
Applied Energistics 2, appliedenergistics2:light_gray_covered_cable, 6956, Light Gray ME Covered Cable
Applied Energistics 2, appliedenergistics2:light_gray_covered_dense_cable, 6990, Light Gray ME Dense Covered Cable
Applied Energistics 2, appliedenergistics2:light_gray_glass_cable, 6973, Light Gray ME Glass Cable
Applied Energistics 2, appliedenergistics2:light_gray_lumen_paint_ball, 6917, Light Gray Lumen Paint Ball
Applied Energistics 2, appliedenergistics2:light_gray_paint_ball, 6901, Light Gray Paint Ball
Applied Energistics 2, appliedenergistics2:light_gray_smart_cable, 6939, Light Gray ME Smart Cable
Applied Energistics 2, appliedenergistics2:light_gray_smart_dense_cable, 7007, Light Gray ME Dense Smart Cable
Applied Energistics 2, appliedenergistics2:light_p2p_tunnel, 7048, Light P2P Tunnel
Applied Energistics 2, appliedenergistics2:lime_covered_cable, 6953, Lime ME Covered Cable
Applied Energistics 2, appliedenergistics2:lime_covered_dense_cable, 6987, Lime ME Dense Covered Cable
Applied Energistics 2, appliedenergistics2:lime_glass_cable, 6970, Lime ME Glass Cable
Applied Energistics 2, appliedenergistics2:lime_lumen_paint_ball, 6914, Lime Lumen Paint Ball
Applied Energistics 2, appliedenergistics2:lime_paint_ball, 6898, Lime Paint Ball
Applied Energistics 2, appliedenergistics2:lime_smart_cable, 6936, Lime ME Smart Cable
Applied Energistics 2, appliedenergistics2:lime_smart_dense_cable, 7004, Lime ME Dense Smart Cable
Applied Energistics 2, appliedenergistics2:logic_processor, 6806, Logic Processor
Applied Energistics 2, appliedenergistics2:logic_processor_press, 6799, Inscriber Logic Press
Applied Energistics 2, appliedenergistics2:magenta_covered_cable, 6950, Magenta ME Covered Cable
Applied Energistics 2, appliedenergistics2:magenta_covered_dense_cable, 6984, Magenta ME Dense Covered Cable
Applied Energistics 2, appliedenergistics2:magenta_glass_cable, 6967, Magenta ME Glass Cable
Applied Energistics 2, appliedenergistics2:magenta_lumen_paint_ball, 6911, Magenta Lumen Paint Ball
Applied Energistics 2, appliedenergistics2:magenta_paint_ball, 6895, Magenta Paint Ball
Applied Energistics 2, appliedenergistics2:magenta_smart_cable, 6933, Magenta ME Smart Cable
Applied Energistics 2, appliedenergistics2:magenta_smart_dense_cable, 7001, Magenta ME Dense Smart Cable
Applied Energistics 2, appliedenergistics2:matrix_frame, 6711, Matrix Frame
Applied Energistics 2, appliedenergistics2:matter_ball, 6832, Matter Ball
Applied Energistics 2, appliedenergistics2:matter_cannon, 6866, Matter Cannon
Applied Energistics 2, appliedenergistics2:me_p2p_tunnel, 7043, ME P2P Tunnel
Applied Energistics 2, appliedenergistics2:memory_card, 6873, Memory Card
Applied Energistics 2, appliedenergistics2:molecular_assembler, 6758, Molecular Assembler
Applied Energistics 2, appliedenergistics2:monitor, 7020, Bright Illuminated Panel
Applied Energistics 2, appliedenergistics2:name_press, 6801, Inscriber Name Press
Applied Energistics 2, appliedenergistics2:nether_quartz_axe, 6856, Nether Quartz Axe
Applied Energistics 2, appliedenergistics2:nether_quartz_cutting_knife, 6862, Nether Quartz Cutting Knife
Applied Energistics 2, appliedenergistics2:nether_quartz_dust, 6831, Nether Quartz Dust
Applied Energistics 2, appliedenergistics2:nether_quartz_hoe, 6857, Nether Quartz Hoe
Applied Energistics 2, appliedenergistics2:nether_quartz_pickaxe, 6859, Nether Quartz Pickaxe
Applied Energistics 2, appliedenergistics2:nether_quartz_seed, 6891, Nether Quartz Seed
Applied Energistics 2, appliedenergistics2:nether_quartz_shovel, 6858, Nether Quartz Shovel
Applied Energistics 2, appliedenergistics2:nether_quartz_sword, 6860, Nether Quartz Sword
Applied Energistics 2, appliedenergistics2:nether_quartz_wrench, 6861, Nether Quartz Wrench
Applied Energistics 2, appliedenergistics2:network_tool, 6874, Network Tool
Applied Energistics 2, appliedenergistics2:orange_covered_cable, 6949, Orange ME Covered Cable
Applied Energistics 2, appliedenergistics2:orange_covered_dense_cable, 6983, Orange ME Dense Covered Cable
Applied Energistics 2, appliedenergistics2:orange_glass_cable, 6966, Orange ME Glass Cable
Applied Energistics 2, appliedenergistics2:orange_lumen_paint_ball, 6910, Orange Lumen Paint Ball
Applied Energistics 2, appliedenergistics2:orange_paint_ball, 6894, Orange Paint Ball
Applied Energistics 2, appliedenergistics2:orange_smart_cable, 6932, Orange ME Smart Cable
Applied Energistics 2, appliedenergistics2:orange_smart_dense_cable, 7000, Orange ME Dense Smart Cable
Applied Energistics 2, appliedenergistics2:paint, 6760, block.appliedenergistics2.paint
Applied Energistics 2, appliedenergistics2:pattern_terminal, 7036, ME Pattern Terminal
Applied Energistics 2, appliedenergistics2:pink_covered_cable, 6954, Pink ME Covered Cable
Applied Energistics 2, appliedenergistics2:pink_covered_dense_cable, 6988, Pink ME Dense Covered Cable
Applied Energistics 2, appliedenergistics2:pink_glass_cable, 6971, Pink ME Glass Cable
Applied Energistics 2, appliedenergistics2:pink_lumen_paint_ball, 6915, Pink Lumen Paint Ball
Applied Energistics 2, appliedenergistics2:pink_paint_ball, 6899, Pink Paint Ball
Applied Energistics 2, appliedenergistics2:pink_smart_cable, 6937, Pink ME Smart Cable
Applied Energistics 2, appliedenergistics2:pink_smart_dense_cable, 7005, Pink ME Dense Smart Cable
Applied Energistics 2, appliedenergistics2:portable_cell, 6867, 1k Portable Cell
Applied Energistics 2, appliedenergistics2:printed_calculation_processor, 6802, Printed Calculation Circuit
Applied Energistics 2, appliedenergistics2:printed_engineering_processor, 6803, Printed Engineering Circuit
Applied Energistics 2, appliedenergistics2:printed_logic_processor, 6804, Printed Logic Circuit
Applied Energistics 2, appliedenergistics2:printed_silicon, 6805, Printed Silicon
Applied Energistics 2, appliedenergistics2:purified_certus_quartz_crystal, 6811, Pure Certus Quartz Crystal
Applied Energistics 2, appliedenergistics2:purified_fluix_crystal, 6813, Pure Fluix Crystal
Applied Energistics 2, appliedenergistics2:purified_nether_quartz_crystal, 6812, Pure Nether Quartz Crystal
Applied Energistics 2, appliedenergistics2:purple_covered_cable, 6958, Purple ME Covered Cable
Applied Energistics 2, appliedenergistics2:purple_covered_dense_cable, 6992, Purple ME Dense Covered Cable
Applied Energistics 2, appliedenergistics2:purple_glass_cable, 6975, Purple ME Glass Cable
Applied Energistics 2, appliedenergistics2:purple_lumen_paint_ball, 6919, Purple Lumen Paint Ball
Applied Energistics 2, appliedenergistics2:purple_paint_ball, 6903, Purple Paint Ball
Applied Energistics 2, appliedenergistics2:purple_smart_cable, 6941, Purple ME Smart Cable
Applied Energistics 2, appliedenergistics2:purple_smart_dense_cable, 7009, Purple ME Dense Smart Cable
Applied Energistics 2, appliedenergistics2:quantum_entangled_singularity, 6843, Quantum Entangled Singularity
Applied Energistics 2, appliedenergistics2:quantum_link, 6734, ME Quantum Link Chamber
Applied Energistics 2, appliedenergistics2:quantum_ring, 6733, ME Quantum Ring
Applied Energistics 2, appliedenergistics2:quartz_block, 6712, Certus Quartz Block
Applied Energistics 2, appliedenergistics2:quartz_fiber, 7016, Quartz Fiber
Applied Energistics 2, appliedenergistics2:quartz_fixture, 6717, Charged Quartz Fixture
Applied Energistics 2, appliedenergistics2:quartz_glass, 6715, Quartz Glass
Applied Energistics 2, appliedenergistics2:quartz_growth_accelerator, 6747, Crystal Growth Accelerator
Applied Energistics 2, appliedenergistics2:quartz_ore, 6709, Certus Quartz Ore
Applied Energistics 2, appliedenergistics2:quartz_pillar, 6713, Certus Quartz Pillar
Applied Energistics 2, appliedenergistics2:quartz_pillar_slab, 6785, Certus Quartz Pillar Slabs
Applied Energistics 2, appliedenergistics2:quartz_pillar_stairs, 6768, Certus Quartz Pillar Stairs
Applied Energistics 2, appliedenergistics2:quartz_pillar_wall, 6776, Certus Quartz Pillar Wall
Applied Energistics 2, appliedenergistics2:quartz_slab, 6783, Certus Quartz Slabs
Applied Energistics 2, appliedenergistics2:quartz_stairs, 6766, Certus Quartz Stairs
Applied Energistics 2, appliedenergistics2:quartz_vibrant_glass, 6716, Vibrant Quartz Glass
Applied Energistics 2, appliedenergistics2:quartz_wall, 6774, Certus Quartz Wall
Applied Energistics 2, appliedenergistics2:red_covered_cable, 6962, Red ME Covered Cable
Applied Energistics 2, appliedenergistics2:red_covered_dense_cable, 6996, Red ME Dense Covered Cable
Applied Energistics 2, appliedenergistics2:red_glass_cable, 6979, Red ME Glass Cable
Applied Energistics 2, appliedenergistics2:red_lumen_paint_ball, 6923, Red Lumen Paint Ball
Applied Energistics 2, appliedenergistics2:red_paint_ball, 6907, Red Paint Ball
Applied Energistics 2, appliedenergistics2:red_smart_cable, 6945, Red ME Smart Cable
Applied Energistics 2, appliedenergistics2:red_smart_dense_cable, 7013, Red ME Dense Smart Cable
Applied Energistics 2, appliedenergistics2:redstone_card, 6819, Redstone Card
Applied Energistics 2, appliedenergistics2:redstone_p2p_tunnel, 7044, Redstone P2P Tunnel
Applied Energistics 2, appliedenergistics2:security_station, 6732, ME Security Terminal
Applied Energistics 2, appliedenergistics2:semi_dark_monitor, 7021, Illuminated Panel
Applied Energistics 2, appliedenergistics2:silicon, 6795, Silicon
Applied Energistics 2, appliedenergistics2:silicon_press, 6800, Inscriber Silicon Press
Applied Energistics 2, appliedenergistics2:singularity, 6842, Singularity
Applied Energistics 2, appliedenergistics2:sky_compass, 6725, Meteorite Compass
Applied Energistics 2, appliedenergistics2:sky_dust, 6796, Sky Stone Dust
Applied Energistics 2, appliedenergistics2:sky_stone_block, 6719, Sky Stone
Applied Energistics 2, appliedenergistics2:sky_stone_brick, 6721, Sky Stone Brick
Applied Energistics 2, appliedenergistics2:sky_stone_brick_slab, 6780, Sky Stone Brick Slabs
Applied Energistics 2, appliedenergistics2:sky_stone_brick_stairs, 6763, Sky Stone Brick Stairs
Applied Energistics 2, appliedenergistics2:sky_stone_brick_wall, 6771, Sky Stone Brick Wall
Applied Energistics 2, appliedenergistics2:sky_stone_chest, 6723, Sky Stone Chest
Applied Energistics 2, appliedenergistics2:sky_stone_slab, 6778, Sky Stone Slabs
Applied Energistics 2, appliedenergistics2:sky_stone_small_brick, 6722, Sky Stone Small Brick
Applied Energistics 2, appliedenergistics2:sky_stone_small_brick_slab, 6781, Sky Stone Small Brick Slabs
Applied Energistics 2, appliedenergistics2:sky_stone_small_brick_stairs, 6764, Sky Stone Small Brick Stairs
Applied Energistics 2, appliedenergistics2:sky_stone_small_brick_wall, 6772, Sky Stone Small Brick Wall
Applied Energistics 2, appliedenergistics2:sky_stone_stairs, 6761, Sky Stone Stairs
Applied Energistics 2, appliedenergistics2:sky_stone_wall, 6769, Sky Stone Wall
Applied Energistics 2, appliedenergistics2:smooth_sky_stone_block, 6720, Sky Stone Block
Applied Energistics 2, appliedenergistics2:smooth_sky_stone_chest, 6724, Sky Stone Block Chest
Applied Energistics 2, appliedenergistics2:smooth_sky_stone_slab, 6779, Sky Stone Block Slabs
Applied Energistics 2, appliedenergistics2:smooth_sky_stone_stairs, 6762, Sky Stone Block Stairs
Applied Energistics 2, appliedenergistics2:smooth_sky_stone_wall, 6770, Sky Stone Block Wall
