"Mod name","Registry name","Item ID","Display name"
"Blood Magic","bloodmagic:reagentvoid",1703,"Void Reagent"
"Blood Magic","bloodmagic:reagentwater",1701,"Water Reagent"
"Blood Magic","bloodmagic:reinforcedslate",1670,"Reinforced Slate"
"Blood Magic","bloodmagic:ritualdiviner",1698,"Ritual Diviner"
"Blood Magic","bloodmagic:ritualdivinerdusk",1699,"Ritual Diviner [Dusk]"
"Blood Magic","bloodmagic:ritualstone",1578,"Ritual Stone"
"Blood Magic","bloodmagic:ritualtinkerer",1700,"Ritual Tinkerer"
"Blood Magic","bloodmagic:sacrificerune",1570,"Rune of Sacrifice"
"Blood Magic","bloodmagic:sacrificialdagger",1668,"Sacrificial Knife"
"Blood Magic","bloodmagic:saltpeter",1733,"Saltpeter"
"Blood Magic","bloodmagic:sand_hellforged",1750,"item.bloodmagic.sand_hellforged"
"Blood Magic","bloodmagic:sand_netherite",1747,"Netherite Scrap Sand"
"Blood Magic","bloodmagic:sanguinereverter",1724,"Sanguine Reverter"
"Blood Magic","bloodmagic:seersigil",1667,"Seer's Sigil"
"Blood Magic","bloodmagic:selfsacrificerune",1571,"Rune of Self Sacrifice"
"Blood Magic","bloodmagic:shaped_charge",1606,"Shaped Charge"
"Blood Magic","bloodmagic:sigilofholding",1679,"Sigil of Holding"
"Blood Magic","bloodmagic:sigilofmagnetism",1612,"Sigil of Magnetism"
"Blood Magic","bloodmagic:silk_touch_anointment",1630,"Soft Coating"
"Blood Magic","bloodmagic:slate_ampoule",1737,"Slate Ampoule"
"Blood Magic","bloodmagic:slate_vial",1628,"Slate-infused Vial"
"Blood Magic","bloodmagic:smelting_anointment",1638,"Slow-burning Oil"
"Blood Magic","bloodmagic:soulaxe",1619,"Sentient Axe"
"Blood Magic","bloodmagic:soulforge",1567,"Hellfire Forge"
"Blood Magic","bloodmagic:soulgemcommon",1616,"Common Tartaric Gem"
"Blood Magic","bloodmagic:soulgemgreater",1617,"Greater Tartaric Gem"
"Blood Magic","bloodmagic:soulgemlesser",1615,"Lesser Tartaric Gem"
"Blood Magic","bloodmagic:soulgempetty",1614,"Petty Tartaric Gem"
"Blood Magic","bloodmagic:soulpickaxe",1620,"Sentient Pickaxe"
"Blood Magic","bloodmagic:soulscythe",1622,"Sentient Scythe"
"Blood Magic","bloodmagic:soulshovel",1621,"Sentient Shovel"
"Blood Magic","bloodmagic:soulsnare",1717,"Soul Snare"
"Blood Magic","bloodmagic:soulsword",1618,"Sentient Sword"
"Blood Magic","bloodmagic:speedrune",1569,"Speed Rune"
"Blood Magic","bloodmagic:steadfastcrystal",1722,"Steadfast Will Crystal"
"Blood Magic","bloodmagic:steadfastdemoncrystal",1627,"Steadfast Crystal Cluster"
"Blood Magic","bloodmagic:stonebrickpath",1596,"Stone Path"
"Blood Magic","bloodmagic:stonetilepath",1597,"Tiled Stone Path"
"Blood Magic","bloodmagic:sulfur",1732,"Sulfur"
"Blood Magic","bloodmagic:throwing_dagger",1735,"Iron Throwing Dagger"
"Blood Magic","bloodmagic:throwing_dagger_syringe",1736,"Syringe Throwing Dagger"
"Blood Magic","bloodmagic:upgradetome",1689,"Living Armour Upgrade Tome"
"Blood Magic","bloodmagic:veinmine_charge",1608,"Controlled Charge"
"Blood Magic","bloodmagic:vengefulcrystal",1720,"Vengeful Will Crystal"
"Blood Magic","bloodmagic:vengefuldemoncrystal",1626,"Vengeful Crystal Cluster"
"Blood Magic","bloodmagic:voidsigil",1675,"Void Sigil"
"Blood Magic","bloodmagic:waterritualstone",1580,"Water Ritual Stone"
"Blood Magic","bloodmagic:waterscribetool",1695,"Inscription Tool: Water"
"Blood Magic","bloodmagic:watersigil",1674,"Water Sigil"
"Blood Magic","bloodmagic:weakbloodorb",1662,"Weak Blood Orb"
"Blood Magic","bloodmagic:weakbloodshard",1683,"Weak Blood Shard"
"Blood Magic","bloodmagic:will_power_anointment",1637,"item.bloodmagic.will_power_anointment"
"Blood Magic","bloodmagic:woodbrickpath",1594,"Wooden Path"
"Blood Magic","bloodmagic:woodtilepath",1595,"Tiled Wooden Path"
"Blood Magic","bloodmagic:wornstonebrickpath",1598,"Worn Stone Path"
"Blood Magic","bloodmagic:wornstonetilepath",1599,"Tiled Worn Stone Path"
"Botania","botania:abstruse_platform",2944,"Abstruse Platform"
"Botania","botania:agricarnation",3243,"Agricarnation"
"Botania","botania:agricarnation_chibi",3244,"Agricarnation Petite"
"Botania","botania:alchemy_catalyst",2907,"Alchemy Catalyst"
"Botania","botania:alfheim_portal",2921,"Elven Gateway Core"
"Botania","botania:ancient_will_ahrim",2730,"Will of Ahrim"
"Botania","botania:ancient_will_dharok",2731,"Will of Dharok"
"Botania","botania:ancient_will_guthan",2732,"Will of Guthan"
"Botania","botania:ancient_will_karil",2735,"Will of Karil"
"Botania","botania:ancient_will_torag",2733,"Will of Torag"
"Botania","botania:ancient_will_verac",2734,"Will of Verac"
"Botania","botania:animated_torch",2983,"Animated Torch"
"Botania","botania:apothecary_default",2872,"Petal Apothecary"
"Botania","botania:apothecary_desert",2878,"Desert Petal Apothecary"
"Botania","botania:apothecary_forest",2873,"Forest Petal Apothecary"
"Botania","botania:apothecary_fungal",2876,"Fungal Petal Apothecary"
"Botania","botania:apothecary_mesa",2880,"Mesa Petal Apothecary"
"Botania","botania:apothecary_mossy",2881,"Mossy Apothecary"
"Botania","botania:apothecary_mountain",2875,"Mountain Petal Apothecary"
"Botania","botania:apothecary_plains",2874,"Plains Petal Apothecary"
"Botania","botania:apothecary_swamp",2877,"Swamp Petal Apothecary"
"Botania","botania:apothecary_taiga",2879,"Taiga Petal Apothecary"
"Botania","botania:astrolabe",2658,"Worldshaper's Astrolabe"
"Botania","botania:aura_ring",2662,"Band of Aura"
"Botania","botania:aura_ring_greater",2663,"Greater Band of Aura"
"Botania","botania:auto_crafting_halo",2649,"Manufactory Halo"
"Botania","botania:avatar",2978,"Livingwood Avatar"
"Botania","botania:azulejo_0",2985,"Azulejo"
"Botania","botania:azulejo_1",2986,"Azulejo"
"Botania","botania:azulejo_10",2995,"Azulejo"
"Botania","botania:azulejo_11",2996,"Azulejo"
"Botania","botania:azulejo_12",2997,"Azulejo"
"Botania","botania:azulejo_13",2998,"Azulejo"
"Botania","botania:azulejo_14",2999,"Azulejo"
"Botania","botania:azulejo_15",3000,"Azulejo"
"Botania","botania:azulejo_2",2987,"Azulejo"
"Botania","botania:azulejo_3",2988,"Azulejo"
"Botania","botania:azulejo_4",2989,"Azulejo"
"Botania","botania:azulejo_5",2990,"Azulejo"
"Botania","botania:azulejo_6",2991,"Azulejo"
"Botania","botania:azulejo_7",2992,"Azulejo"
"Botania","botania:azulejo_8",2993,"Azulejo"
"Botania","botania:azulejo_9",2994,"Azulejo"
"Botania","botania:balance_cloak",2683,"Cloak of Balance"
"Botania","botania:bauble_box",2659,"Trinket Case"
"Botania","botania:bellethorn",3223,"Bellethorne"
"Botania","botania:bellethorn_chibi",3224,"Bellethorne Petite"
"Botania","botania:bellows",2940,"Manatide Bellows"
"Botania","botania:bergamute",3227,"Bergamute"
"Botania","botania:bifrost_pane",3192,"Bifrost Pane"
"Botania","botania:bifrost_perm",2916,"Bifrost Block"
"Botania","botania:black_double_flower",2871,"Tall Mystical Black Flower"
"Botania","botania:black_floating_flower",2823,"Floating Black Flower"
"Botania","botania:black_hole_talisman",2652,"Black Hole Talisman"
"Botania","botania:black_lotus",2704,"Black Lotus"
"Botania","botania:black_mushroom",2855,"Black Shimmering Mushroom"
"Botania","botania:black_mystical_flower",2791,"Mystical Black Flower"
"Botania","botania:black_pavement",3169,"Black Portuguese Pavement"
"Botania","botania:black_pavement_slab",3175,"Black Portuguese Pavement Slab"
"Botania","botania:black_pavement_stairs",3181,"Black Portuguese Pavement Stairs"
"Botania","botania:black_petal",2504,"Mystical Black Petal"
"Botania","botania:black_petal_block",2839,"Black Petal Block"
"Botania","botania:black_shiny_flower",2807,"Glimmering Black Flower"
"Botania","botania:blacker_lotus",2705,"Blacker Lotus"
"Botania","botania:blaze_block",3001,"Blaze Mesh"
"Botania","botania:blaze_quartz",3047,"Block of Blaze Quartz"
"Botania","botania:blaze_quartz_pillar",3048,"Pillar Blaze Quartz Block"
"Botania","botania:blaze_quartz_slab",3050,"Blaze Quartz Slab"
"Botania","botania:blaze_quartz_stairs",3051,"Blaze Quartz Stairs"
"Botania","botania:blood_pendant",2741,"Tainted Blood Pendant"
"Botania","botania:blue_double_flower",2867,"Tall Mystical Blue Flower"
"Botania","botania:blue_floating_flower",2819,"Floating Blue Flower"
"Botania","botania:blue_mushroom",2851,"Blue Shimmering Mushroom"
"Botania","botania:blue_mystical_flower",2787,"Mystical Blue Flower"
"Botania","botania:blue_pavement",3170,"Blue Portuguese Pavement"
"Botania","botania:blue_pavement_slab",3176,"Blue Portuguese Pavement Slab"
"Botania","botania:blue_pavement_stairs",3182,"Blue Portuguese Pavement Stairs"
"Botania","botania:blue_petal",2500,"Mystical Blue Petal"
"Botania","botania:blue_petal_block",2835,"Blue Petal Block"
"Botania","botania:blue_shiny_flower",2803,"Glimmering Blue Flower"
"Botania","botania:brew_flask",2740,"Flask of Fallback (6)"
"Botania","botania:brew_vial",2739,"Vial of Fallback (4)"
"Botania","botania:brewery",2919,"Botanical Brewery"
"Botania","botania:brown_double_flower",2868,"Tall Mystical Brown Flower"
"Botania","botania:brown_floating_flower",2820,"Floating Brown Flower"
"Botania","botania:brown_mushroom",2852,"Brown Shimmering Mushroom"
"Botania","botania:brown_mystical_flower",2788,"Mystical Brown Flower"
"Botania","botania:brown_petal",2501,"Mystical Brown Petal"
"Botania","botania:brown_petal_block",2836,"Brown Petal Block"
"Botania","botania:brown_shiny_flower",2804,"Glimmering Brown Flower"
"Botania","botania:bubbell",3281,"Bubbell"
"Botania","botania:bubbell_chibi",3282,"Bubbell Petite"
"Botania","botania:cacophonium",2655,"Cacophonium"
"Botania","botania:cacophonium_block",2975,"Cacophonium Block"
"Botania","botania:cell_block",2976,"Cellular Block"
"Botania","botania:chiseled_blaze_quartz",3049,"Chiseled Blaze Quartz Block"
"Botania","botania:chiseled_dark_quartz",3039,"Chiseled Smokey Quartz Block"
"Botania","botania:chiseled_elf_quartz",3064,"Chiseled Elven Quartz Block"
"Botania","botania:chiseled_lavender_quartz",3054,"Chiseled Lavender Quartz Block"
"Botania","botania:chiseled_livingrock_bricks",2884,"Chiseled Livingrock Brick"
"Botania","botania:chiseled_mana_quartz",3044,"Chiseled Mana Quartz Block"
"Botania","botania:chiseled_metamorphic_desert_bricks",3143,"Chiseled Metamorphic Desert Stone Brick"
"Botania","botania:chiseled_metamorphic_forest_bricks",3083,"Chiseled Metamorphic Forest Stone Brick"
"Botania","botania:chiseled_metamorphic_fungal_bricks",3119,"Chiseled Metamorphic Fungal Stone Brick"
"Botania","botania:chiseled_metamorphic_mesa_bricks",3167,"Chiseled Metamorphic Mesa Stone Brick"
"Botania","botania:chiseled_metamorphic_mountain_bricks",3107,"Chiseled Metamorphic Mountain Stone Brick"
"Botania","botania:chiseled_metamorphic_plains_bricks",3095,"Chiseled Metamorphic Plains Stone Brick"
"Botania","botania:chiseled_metamorphic_swamp_bricks",3131,"Chiseled Metamorphic Swamp Stone Brick"
"Botania","botania:chiseled_metamorphic_taiga_bricks",3155,"Chiseled Metamorphic Taiga Stone Brick"
"Botania","botania:chiseled_red_quartz",3059,"Chiseled Redquartz Block"
"Botania","botania:chiseled_sunny_quartz",3069,"Chiseled Sunny Quartz Block"
"Botania","botania:clayconia",3263,"Clayconia"
"Botania","botania:clayconia_chibi",3264,"Clayconia Petite"
"Botania","botania:clip",2639,"Lens Clip"
"Botania","botania:cloud_pendant",2679,"Cirrus Amulet"
"Botania","botania:cobble_rod",2587,"Rod of the Depths"
"Botania","botania:cocoon",2981,"Cocoon of Caprice"
"Botania","botania:conjuration_catalyst",2908,"Conjuration Catalyst"
"Botania","botania:corporea_block",2960,"Corporea Block"
"Botania","botania:corporea_brick",2963,"Corporea Brick"
"Botania","botania:corporea_brick_slab",2964,"Corporea Brick Slab"
"Botania","botania:corporea_brick_stairs",2965,"Corporea Brick Stairs"
"Botania","botania:corporea_brick_wall",2966,"Corporea Brick Wall"
"Botania","botania:corporea_crystal_cube",2958,"Corporea Crystal Cube"
"Botania","botania:corporea_funnel",2956,"Corporea Funnel"
"Botania","botania:corporea_index",2955,"Corporea Index"
"Botania","botania:corporea_interceptor",2957,"Corporea Interceptor"
"Botania","botania:corporea_retainer",2959,"Corporea Retainer"
"Botania","botania:corporea_slab",2961,"Corporea Slab"
"Botania","botania:corporea_spark",2702,"Corporea Spark"
"Botania","botania:corporea_spark_master",2703,"Master Corporea Spark"
"Botania","botania:corporea_stairs",2962,"Corporea Stairs"
"Botania","botania:cosmetic_alien_antenna",2767,"Alien Antenna"
"Botania","botania:cosmetic_anaglyph_glasses",2768,"Anaglyph Glasses"
"Botania","botania:cosmetic_ancient_mask",2765,"Ancient Mask"
"Botania","botania:cosmetic_black_bowtie",2743,"Black Bowtie"
"Botania","botania:cosmetic_black_tie",2744,"Black Tie"
"Botania","botania:cosmetic_blue_butterfly",2753,"Blue Butterfly"
"Botania","botania:cosmetic_botanist_emblem",2764,"Botanist Emblem"
"Botania","botania:cosmetic_cat_ears",2754,"Cat Ears"
"Botania","botania:cosmetic_clock_eye",2760,"Clock Eye"
"Botania","botania:cosmetic_devil_horns",2762,"Devil Horns"
"Botania","botania:cosmetic_devil_tail",2756,"Devil Tail"
"Botania","botania:cosmetic_eerie_mask",2766,"Eerie Mask"
"Botania","botania:cosmetic_engineer_goggles",2747,"Engineer Goggles"
"Botania","botania:cosmetic_eyepatch",2748,"Eyepatch"
"Botania","botania:cosmetic_four_leaf_clover",2759,"Four-Leafed Clover"
"Botania","botania:cosmetic_googly_eyes",2758,"Googly Eyes"
"Botania","botania:cosmetic_groucho_glasses",2770,"Groucho Glasses"
"Botania","botania:cosmetic_hyper_plus",2763,"Hyper Plus"
"Botania","botania:cosmetic_kamui_eye",2757,"Kamui Eye"
"Botania","botania:cosmetic_lusitanic_shield",2772,"Lusitanic Shield"
"Botania","botania:cosmetic_orange_shades",2769,"Orange Shades"
"Botania","botania:cosmetic_pink_flower_bud",2751,"Pink Flower Bud"
"Botania","botania:cosmetic_polka_dotted_bows",2752,"Polka-Dotted Bows"
"Botania","botania:cosmetic_puffy_scarf",2746,"Puffy Scarf"
"Botania","botania:cosmetic_questgiver_mark",2774,"Questgiver Mark"
"Botania","botania:cosmetic_red_glasses",2745,"Red Glasses"
"Botania","botania:cosmetic_red_ribbons",2750,"Red Ribbons"
"Botania","botania:cosmetic_thick_eyebrows",2771,"Thick Eyebrows"
"Botania","botania:cosmetic_thinking_hand",2775,"Thinking Hand"
"Botania","botania:cosmetic_tiny_potato_mask",2773,"Tiny Potato Mask"
"Botania","botania:cosmetic_unicorn_horn",2761,"Unicorn Horn"
"Botania","botania:cosmetic_wicked_eyepatch",2749,"Wicked Eyepatch"
"Botania","botania:cosmetic_witch_pin",2755,"Witch Pin"
"Botania","botania:cracked_livingrock_bricks",2885,"Cracked Livingrock Brick"
"Botania","botania:crafting_halo",2648,"Assembly Halo"
"Botania","botania:crafty_crate",2942,"Crafty Crate"
"Botania","botania:creative_pool",2904,"The Everlasting Guilty Pool"
"Botania","botania:crystal_bow",2633,"Crystal Bow"
"Botania","botania:cyan_double_flower",2865,"Tall Mystical Cyan Flower"
"Botania","botania:cyan_floating_flower",2817,"Floating Cyan Flower"
"Botania","botania:cyan_mushroom",2849,"Cyan Shimmering Mushroom"
"Botania","botania:cyan_mystical_flower",2785,"Mystical Cyan Flower"
"Botania","botania:cyan_petal",2498,"Mystical Cyan Petal"
"Botania","botania:cyan_petal_block",2833,"Cyan Petal Block"
"Botania","botania:cyan_shiny_flower",2801,"Glimmering Cyan Flower"
"Botania","botania:daffomill",3269,"Daffomill"
"Botania","botania:dandelifeon",3217,"Dandelifeon"
"Botania","botania:dark_quartz",3037,"Block of Smokey Quartz"
"Botania","botania:dark_quartz_pillar",3038,"Pillar Smokey Quartz Block"
"Botania","botania:dark_quartz_slab",3040,"Smokey Quartz Slab"
"Botania","botania:dark_quartz_stairs",3041,"Smokey Quartz Stairs"
"Botania","botania:daybloom_motif",3011,"Daybloom Motif"
"Botania","botania:detector_light_relay",2971,"Detector Luminizer"
"Botania","botania:dice",2721,"Dice of Fate"
"Botania","botania:diluted_pool",2905,"Diluted Mana Pool"
"Botania","botania:dirt_rod",2584,"Rod of the Lands"
"Botania","botania:diva_charm",2689,"Charm of the Diva"
"Botania","botania:divining_rod",2591,"Rod of the Plentiful Mantle"
"Botania","botania:dodge_ring",2668,"Ring of Dexterous Motion"
"Botania","botania:dragonstone",2514,"Dragonstone"
"Botania","botania:dragonstone_block",2913,"Block of Dragonstone"
"Botania","botania:dreadthorn",3229,"Dreadthorne"
"Botania","botania:dreamwood",2893,"Dreamwood"
"Botania","botania:dreamwood_fence",3033,"Dreamwood Fence"
"Botania","botania:dreamwood_fence_gate",3034,"Dreamwood Fence Gate"
"Botania","botania:dreamwood_planks",2894,"Dreamwood Planks"
"Botania","botania:dreamwood_planks_slab",3036,"Dreamwood Plank Slab"
"Botania","botania:dreamwood_planks_stairs",3035,"Dreamwood Plank Stairs"
"Botania","botania:dreamwood_slab",3031,"Dreamwood Slab"
"Botania","botania:dreamwood_stairs",3030,"Dreamwood Stairs"
"Botania","botania:dreamwood_twig",2516,"Dreamwood Twig"
"Botania","botania:dreamwood_wall",3032,"Dreamwood Wall"
"Botania","botania:drum_canopy",2933,"Drum of the Canopy"
"Botania","botania:drum_gathering",2932,"Drum of the Gathering"
"Botania","botania:drum_wild",2931,"Drum of the Wild"
"Botania","botania:dry_grass",3005,"Dry Grass"
"Botania","botania:dry_seeds",2578,"Dry Pasture Seeds"
