"Mod name","Registry name","Item ID","Display name"
"Ars Nouveau","ars_nouveau:glyph_ignite",3560,"Glyph: Ignite"
"Ars Nouveau","ars_nouveau:glyph_intangible",3559,"Glyph: Intangible"
"Ars Nouveau","ars_nouveau:glyph_interact",3594,"Glyph: Interact"
"Ars Nouveau","ars_nouveau:glyph_invisibility",3582,"Glyph: Invisibility"
"Ars Nouveau","ars_nouveau:glyph_launch",3608,"Glyph: Launch"
"Ars Nouveau","ars_nouveau:glyph_leap",3601,"Glyph: Leap"
"Ars Nouveau","ars_nouveau:glyph_light",3585,"Glyph: Light"
"Ars Nouveau","ars_nouveau:glyph_lightning",3578,"Glyph: Lightning"
"Ars Nouveau","ars_nouveau:glyph_phantom_block",3597,"Glyph: Phantom"
"Ars Nouveau","ars_nouveau:glyph_pickup",3607,"Glyph: Item Pickup"
"Ars Nouveau","ars_nouveau:glyph_pierce",3603,"Glyph: Pierce"
"Ars Nouveau","ars_nouveau:glyph_place_block",3588,"Glyph: Place Block"
"Ars Nouveau","ars_nouveau:glyph_press",3696,"Glyph Press"
"Ars Nouveau","ars_nouveau:glyph_projectile",3619,"Glyph: Projectile"
"Ars Nouveau","ars_nouveau:glyph_pull",3612,"Glyph: Pull"
"Ars Nouveau","ars_nouveau:glyph_redstone_signal",3602,"Glyph: Redstone Signal"
"Ars Nouveau","ars_nouveau:glyph_rune",3566,"Glyph: Rune"
"Ars Nouveau","ars_nouveau:glyph_self",3617,"Glyph: Self"
"Ars Nouveau","ars_nouveau:glyph_shield",3590,"Glyph: Shield"
"Ars Nouveau","ars_nouveau:glyph_slowfall",3568,"Glyph: Slowfall"
"Ars Nouveau","ars_nouveau:glyph_smelt",3572,"Glyph: Smelt"
"Ars Nouveau","ars_nouveau:glyph_snare",3567,"Glyph: Snare"
"Ars Nouveau","ars_nouveau:glyph_split",3570,"Glyph: Split"
"Ars Nouveau","ars_nouveau:glyph_strength",3563,"Glyph: Strength"
"Ars Nouveau","ars_nouveau:glyph_summon_decoy",3573,"Glyph: Summon Decoy"
"Ars Nouveau","ars_nouveau:glyph_summon_steed",3574,"Glyph: Summon Steed"
"Ars Nouveau","ars_nouveau:glyph_summon_vex",3577,"Glyph: Summon Vex"
"Ars Nouveau","ars_nouveau:glyph_summon_wolves",3589,"Glyph: Summon Wolves"
"Ars Nouveau","ars_nouveau:glyph_touch",3581,"Glyph: Touch"
"Ars Nouveau","ars_nouveau:glyph_underfoot",3562,"Glyph: Underfoot"
"Ars Nouveau","ars_nouveau:glyph_wither",3620,"Glyph: Wither"
"Ars Nouveau","ars_nouveau:green_archwood_leaves",3733,"Flourishing Archwood Leaves"
"Ars Nouveau","ars_nouveau:green_archwood_log",3734,"Flourishing Archwood Log"
"Ars Nouveau","ars_nouveau:green_archwood_sapling",3735,"Flourishing Archwood Sapling"
"Ars Nouveau","ars_nouveau:green_archwood_wood",3736,"Flourishing Archwood Wood"
"Ars Nouveau","ars_nouveau:jar_of_light",3661,"Jar of Light"
"Ars Nouveau","ars_nouveau:lava_lily",3718,"Lava Lily"
"Ars Nouveau","ars_nouveau:light_block",3692,"Light"
"Ars Nouveau","ars_nouveau:magic_clay",3631,"Magic Clay"
"Ars Nouveau","ars_nouveau:mana_berry",3719,"Source Berry"
"Ars Nouveau","ars_nouveau:mana_bloom",3635,"Mana Bloom"
"Ars Nouveau","ars_nouveau:mana_bloom_crop",3698,"Mana Bloom Seed"
"Ars Nouveau","ars_nouveau:mana_condenser",3693,"Mana Condenser"
"Ars Nouveau","ars_nouveau:mana_fiber",3636,"Mana Fiber"
"Ars Nouveau","ars_nouveau:mana_gem",3673,"Mana Gem"
"Ars Nouveau","ars_nouveau:mana_gem_block",3759,"Mana Gem Block"
"Ars Nouveau","ars_nouveau:mana_jar",3694,"Mana Jar"
"Ars Nouveau","ars_nouveau:marvelous_clay",3630,"Marvelous Clay"
"Ars Nouveau","ars_nouveau:mundane_belt",3637,"Mundane Belt"
"Ars Nouveau","ars_nouveau:mythical_clay",3632,"Mythical Clay"
"Ars Nouveau","ars_nouveau:novice_boots",3642,"Novice Boots"
"Ars Nouveau","ars_nouveau:novice_hood",3645,"Novice Hood"
"Ars Nouveau","ars_nouveau:novice_leggings",3643,"Novice Leggings"
"Ars Nouveau","ars_nouveau:novice_robes",3644,"Novice Robes"
"Ars Nouveau","ars_nouveau:novice_spell_book",3654,"Novice Spell Book"
"Ars Nouveau","ars_nouveau:phantom_block",3691,"Phantom Block"
"Ars Nouveau","ars_nouveau:pierce_arrow",3682,"Augment Arrow: Pierce"
"Ars Nouveau","ars_nouveau:portal",3707,"Warp Portal"
"Ars Nouveau","ars_nouveau:potion_flask",3688,"Potion Flask"
"Ars Nouveau","ars_nouveau:potion_flask_amplify",3690,"Enchanted Potion Flask: Amplify"
"Ars Nouveau","ars_nouveau:potion_flask_extend_time",3689,"Enchanted Potion Flask: Extend Time"
"Ars Nouveau","ars_nouveau:potion_jar",3760,"Potion Jar"
"Ars Nouveau","ars_nouveau:potion_melder",3761,"Potion Melder"
"Ars Nouveau","ars_nouveau:purple_archwood_leaves",3729,"Vexing Archwood Leaves"
"Ars Nouveau","ars_nouveau:purple_archwood_log",3730,"Vexing Archwood Log"
"Ars Nouveau","ars_nouveau:purple_archwood_sapling",3731,"Vexing Archwood Sapling"
"Ars Nouveau","ars_nouveau:purple_archwood_wood",3732,"Vexing Archwood Wood"
"Ars Nouveau","ars_nouveau:red_archwood_leaves",3737,"Blazing Archwood Leaves"
"Ars Nouveau","ars_nouveau:red_archwood_log",3738,"Blazing Archwood Log"
"Ars Nouveau","ars_nouveau:red_archwood_sapling",3739,"Blazing Archwood Sapling"
"Ars Nouveau","ars_nouveau:red_archwood_wood",3740,"Blazing Archwood Wood"
"Ars Nouveau","ars_nouveau:ring_of_amplify",3658,"Ring of Amplify"
"Ars Nouveau","ars_nouveau:ring_of_greater_discount",3667,"Ring of Greater Discount"
"Ars Nouveau","ars_nouveau:ring_of_lesser_discount",3666,"Ring of Lesser Discount"
"Ars Nouveau","ars_nouveau:ring_of_potential",3639,"Ring of Potential"
"Ars Nouveau","ars_nouveau:ritual",3742,"block.ars_nouveau.ritual"
"Ars Nouveau","ars_nouveau:ritual_book",3680,"item.ars_nouveau.ritual_book"
"Ars Nouveau","ars_nouveau:ritual_dig",3622,"item.ars_nouveau.ritual_dig"
"Ars Nouveau","ars_nouveau:ritual_night",3623,"item.ars_nouveau.ritual_night"
"Ars Nouveau","ars_nouveau:rune",3706,"Rune"
"Ars Nouveau","ars_nouveau:runic_chalk",3627,"Runic Chalk"
"Ars Nouveau","ars_nouveau:sas_alternating",3766,"Arcane Brick: Smooth Alternating"
"Ars Nouveau","ars_nouveau:sas_ashlar",3767,"Arcane Brick: Smooth Ashlar"
"Ars Nouveau","ars_nouveau:sas_basket",3762,"Arcane Brick: Smooth Basket"
"Ars Nouveau","ars_nouveau:sas_clover",3763,"Arcane Brick: Smooth Clover"
"Ars Nouveau","ars_nouveau:sas_herring",3764,"Arcane Brick: Smooth Herring"
"Ars Nouveau","ars_nouveau:sas_mosaic",3765,"Arcane Brick: Smooth Mosaic"
"Ars Nouveau","ars_nouveau:scribes_table",3703,"Scribes Table"
"Ars Nouveau","ars_nouveau:spell_bow",3681,"Enchanter's Bow"
"Ars Nouveau","ars_nouveau:spell_parchment",3668,"Spell Parchment"
"Ars Nouveau","ars_nouveau:spell_turret",3716,"Spell Turret"
"Ars Nouveau","ars_nouveau:split_arrow",3683,"Augment Arrow: Split"
"Ars Nouveau","ars_nouveau:stripped_blue_archwood_log",3751,"Stripped Cascading Archwood Log"
"Ars Nouveau","ars_nouveau:stripped_blue_archwood_wood",3752,"Stripped Cascading Archwood Wood"
"Ars Nouveau","ars_nouveau:stripped_green_archwood_log",3753,"Stripped Flourishing Archwood Log"
"Ars Nouveau","ars_nouveau:stripped_green_archwood_wood",3754,"Stripped Flourishing Archwood Wood"
"Ars Nouveau","ars_nouveau:stripped_purple_archwood_log",3757,"Stripped Vexing Archwood Log"
"Ars Nouveau","ars_nouveau:stripped_purple_archwood_wood",3758,"Stripped Vexing Archwood Wood"
"Ars Nouveau","ars_nouveau:stripped_red_archwood_log",3755,"Stripped Blazing Archwood Log"
"Ars Nouveau","ars_nouveau:stripped_red_archwood_wood",3756,"Stripped Blazing Archwood Wood"
"Ars Nouveau","ars_nouveau:summoning_crystal",3701,"Summoning Crystal"
"Ars Nouveau","ars_nouveau:sylph_charm",3672,"Sylph Charm"
"Ars Nouveau","ars_nouveau:sylph_shards",3671,"Sylph Shards"
"Ars Nouveau","ars_nouveau:void_jar",3679,"Jar of Voiding"
"Ars Nouveau","ars_nouveau:volcanic_accumulator",3717,"Volcanic Accumulator"
"Ars Nouveau","ars_nouveau:wand",3678,"Casting Wand"
"Ars Nouveau","ars_nouveau:warding_stone",3695,"Warding Stone"
"Ars Nouveau","ars_nouveau:warp_scroll",3660,"Warp Scroll"
"Ars Nouveau","ars_nouveau:whelp_charm",3625,"Whelp Charm"
"Ars Nouveau","ars_nouveau:wilden_horn",3685,"Wilden Horn"
"Ars Nouveau","ars_nouveau:wilden_spike",3687,"Wilden Spike"
"Ars Nouveau","ars_nouveau:wilden_wing",3686,"Wilden Wing"
"Ars Nouveau","ars_nouveau:wixie_cauldron",3720,"Wixie Cauldron"
"Ars Nouveau","ars_nouveau:wixie_charm",3665,"Wixie Charm"
"Ars Nouveau","ars_nouveau:wixie_shards",3677,"Wixie Shards"
"Ars Nouveau","ars_nouveau:worn_notebook",3662,"Worn Notebook"
"Blood Magic","bloodmagic:accelerationrune",3382,"Acceleration Rune"
"Blood Magic","bloodmagic:activationcrystalawakened",3497,"Awakened Activation Crystal"
"Blood Magic","bloodmagic:activationcrystalcreative",3498,"Creative Activation Crystal"
"Blood Magic","bloodmagic:activationcrystalweak",3496,"Weak Activation Crystal"
"Blood Magic","bloodmagic:airritualstone",3385,"Air Ritual Stone"
"Blood Magic","bloodmagic:airscribetool",3499,"Inscription Tool: Air"
"Blood Magic","bloodmagic:airsigil",3483,"Air Sigil"
"Blood Magic","bloodmagic:alchemicalreactionchamber",3391,"Alchemical Reaction Chamber"
"Blood Magic","bloodmagic:alchemytable",3398,"Alchemy Table"
"Blood Magic","bloodmagic:altar",3397,"Blood Altar"
"Blood Magic","bloodmagic:altarcapacityrune",3379,"Rune of Capacity"
"Blood Magic","bloodmagic:apprenticebloodorb",3469,"Apprentice Blood Orb"
"Blood Magic","bloodmagic:arcaneashes",3486,"Arcane Ashes"
"Blood Magic","bloodmagic:basemonstersoul",3518,"Demon Will"
"Blood Magic","bloodmagic:basemonstersoul_corrosive",3519,"Demon Will"
"Blood Magic","bloodmagic:basemonstersoul_destructive",3520,"Demon Will"
"Blood Magic","bloodmagic:basemonstersoul_steadfast",3521,"Demon Will"
"Blood Magic","bloodmagic:basemonstersoul_vengeful",3522,"Demon Will"
"Blood Magic","bloodmagic:basiccuttingfluid",3536,"Basic Cutting Fluid"
"Blood Magic","bloodmagic:bettercapacityrune",3380,"Rune of Augmented Capacity"
"Blood Magic","bloodmagic:blankrune",3374,"Blank Rune"
"Blood Magic","bloodmagic:blankslate",3475,"Blank Slate"
"Blood Magic","bloodmagic:bloodlightsigil",3484,"Sigil of the Blood Lamp"
"Blood Magic","bloodmagic:bloodstonebrick",3395,"Bloodstone Brick"
"Blood Magic","bloodmagic:bow_power_anointment",3442,"Iron Tip"
"Blood Magic","bloodmagic:chargingrune",3383,"Charging Rune"
"Blood Magic","bloodmagic:coalsand",3552,"Coal Sand"
"Blood Magic","bloodmagic:corrosivecrystal",3525,"Corrosive Will Crystal"
"Blood Magic","bloodmagic:corrosivedemoncrystal",3430,"Corrosive Crystal Cluster"
"Blood Magic","bloodmagic:corrupted_dust",3554,"item.bloodmagic.corrupted_dust"
"Blood Magic","bloodmagic:corrupted_tinydust",3555,"item.bloodmagic.corrupted_tinydust"
"Blood Magic","bloodmagic:crystalline_resonator",3535,"Crystalline Resonator"
"Blood Magic","bloodmagic:daggerofsacrifice",3487,"Dagger of Sacrifice"
"Blood Magic","bloodmagic:defaultcrystal",3524,"Demon Will Crystal"
"Blood Magic","bloodmagic:deforester_charge",3413,"Deforester Charge"
"Blood Magic","bloodmagic:demoncrucible",3392,"Demon Crucible"
"Blood Magic","bloodmagic:demoncrystallizer",3393,"Demon Crystallizer"
"Blood Magic","bloodmagic:demonslate",3478,"Demonic Slate"
"Blood Magic","bloodmagic:demonwillgauge",3529,"item.bloodmagic.demonwillgauge"
"Blood Magic","bloodmagic:destructivecrystal",3527,"Destructive Will Crystal"
"Blood Magic","bloodmagic:destructivedemoncrystal",3431,"Destructive Crystal Cluster"
"Blood Magic","bloodmagic:dislocationrune",3378,"Displacement Rune"
"Blood Magic","bloodmagic:divinationsigil",3472,"Divination Sigil"
"Blood Magic","bloodmagic:doubt_bucket",3467,"item.bloodmagic.doubt_bucket"
"Blood Magic","bloodmagic:dungeon_brick1",3445,"Demon Bricks"
"Blood Magic","bloodmagic:dungeon_brick2",3446,"Offset Demon Bricks"
"Blood Magic","bloodmagic:dungeon_brick3",3447,"Long Demon Bricks"
"Blood Magic","bloodmagic:dungeon_brick_assorted",3448,"Assorted Demon Bricks"
"Blood Magic","bloodmagic:dungeon_brick_gate",3462,"Demon Brick Gate"
"Blood Magic","bloodmagic:dungeon_brick_stairs",3455,"Demon Brick Stairs"
"Blood Magic","bloodmagic:dungeon_brick_wall",3460,"Demon Brick Wall"
"Blood Magic","bloodmagic:dungeon_eye",3450,"Demon Eye"
"Blood Magic","bloodmagic:dungeon_metal",3465,"block.bloodmagic.dungeon_metal"
"Blood Magic","bloodmagic:dungeon_ore",3464,"Demonite"
"Blood Magic","bloodmagic:dungeon_pillar_cap",3459,"Demon Stone Pillar Cap"
"Blood Magic","bloodmagic:dungeon_pillar_center",3457,"Demon Stone Pillar"
"Blood Magic","bloodmagic:dungeon_pillar_special",3458,"Accented Demon Stone Pillar"
"Blood Magic","bloodmagic:dungeon_polished",3451,"Polished Demon Stone"
"Blood Magic","bloodmagic:dungeon_polished_gate",3463,"Demon Stone Gate"
"Blood Magic","bloodmagic:dungeon_polished_stairs",3456,"Demon Stone Stairs"
"Blood Magic","bloodmagic:dungeon_polished_wall",3461,"Demon Stone Wall"
"Blood Magic","bloodmagic:dungeon_smallbrick",3454,"Small Demon Bricks"
"Blood Magic","bloodmagic:dungeon_stone",3449,"Demon Stone"
"Blood Magic","bloodmagic:dungeon_tester",3558,"item.bloodmagic.dungeon_tester"
"Blood Magic","bloodmagic:dungeon_tile",3452,"Demon Stone Tiles"
"Blood Magic","bloodmagic:dungeon_tilespecial",3453,"Accented Demon Stone Tiles"
"Blood Magic","bloodmagic:duskritualstone",3389,"Dusk Ritual Stone"
"Blood Magic","bloodmagic:duskscribetool",3503,"Inscription Tool: Dusk"
"Blood Magic","bloodmagic:earthritualstone",3388,"Earth Ritual Stone"
"Blood Magic","bloodmagic:earthscribetool",3502,"Inscription Tool: Earth"
"Blood Magic","bloodmagic:ethereal_mimic",3409,"block.bloodmagic.ethereal_mimic"
"Blood Magic","bloodmagic:etherealslate",3479,"Ethereal Slate"
"Blood Magic","bloodmagic:experiencebook",3490,"Tome of Peritia"
"Blood Magic","bloodmagic:explosivepowder",3537,"Explosive Powder"
"Blood Magic","bloodmagic:fireritualstone",3387,"Fire Ritual Stone"
"Blood Magic","bloodmagic:firescribetool",3500,"Inscription Tool: Fire"
"Blood Magic","bloodmagic:fortune_anointment",3437,"Fortuna Extract"
"Blood Magic","bloodmagic:fragment_netherite_scrap",3546,"Ancient Debris Fragment"
"Blood Magic","bloodmagic:fungal_charge",3415,"Fungal Charge"
"Blood Magic","bloodmagic:furnacecell_primitive",3531,"Primitive Fuel Cell"
"Blood Magic","bloodmagic:goldfragment",3545,"Gold Ore Fragment"
"Blood Magic","bloodmagic:goldgravel",3548,"Gold Gravel"
"Blood Magic","bloodmagic:goldsand",3551,"Gold Sand"
"Blood Magic","bloodmagic:gravel_netherite_scrap",3549,"Ancient Debris Gravel"
"Blood Magic","bloodmagic:growing_doubt",3411,"block.bloodmagic.creeping_doubt"
"Blood Magic","bloodmagic:growthsigil",3416,"Sigil of the Green Grove"
"Blood Magic","bloodmagic:hidden_knowledge_anointment",3439,"Miner's Secrets"
"Blood Magic","bloodmagic:holy_water_anointment",3438,"Holy Water"
"Blood Magic","bloodmagic:icesigil",3419,"Sigil of the Frozen Lake"
"Blood Magic","bloodmagic:incensealtar",3399,"Incense Altar"
"Blood Magic","bloodmagic:infusedslate",3477,"Imbued Slate"
"Blood Magic","bloodmagic:ingot_hellforged",3557,"item.bloodmagic.ingot_hellforged"
"Blood Magic","bloodmagic:ironfragment",3544,"Iron Ore Fragment"
"Blood Magic","bloodmagic:irongravel",3547,"Iron Gravel"
"Blood Magic","bloodmagic:ironsand",3550,"Iron Sand"
"Blood Magic","bloodmagic:largebloodstonebrick",3394,"Large Bloodstone Brick"
"Blood Magic","bloodmagic:lavacrystal",3488,"Lava Crystal"
"Blood Magic","bloodmagic:lavasigil",3482,"Lava Sigil"
"Blood Magic","bloodmagic:life_essence_bucket",3466,"Bucket of Life"
"Blood Magic","bloodmagic:lightritualstone",3390,"Dawn Ritual Stone"
"Blood Magic","bloodmagic:livingboots",3494,"Living Boots"
"Blood Magic","bloodmagic:livinghelmet",3491,"Living Helmet"
"Blood Magic","bloodmagic:livingleggings",3493,"Living Leggings"
"Blood Magic","bloodmagic:livingplate",3492,"Living Chestplate"
"Blood Magic","bloodmagic:looting_anointment",3441,"Plunderer's Glint"
"Blood Magic","bloodmagic:magicianbloodorb",3470,"Magician Blood Orb"
"Blood Magic","bloodmagic:masterbloodorb",3471,"Master Blood Orb"
"Blood Magic","bloodmagic:masterritualstone",3396,"Master Ritual Stone"
"Blood Magic","bloodmagic:melee_anointment",3435,"Honing Oil"
"Blood Magic","bloodmagic:mimic",3408,"block.bloodmagic.mimic"
"Blood Magic","bloodmagic:miningsigil",3417,"Sigil of the Fast Miner"
"Blood Magic","bloodmagic:nether_soil",3410,"block.bloodmagic.nether_soil"
"Blood Magic","bloodmagic:obsidianbrickpath",3406,"Obsidian Path"
"Blood Magic","bloodmagic:obsidiantilepath",3407,"Tiled Obsidian Path"
"Blood Magic","bloodmagic:orbcapacityrune",3381,"Rune of the Orb"
"Blood Magic","bloodmagic:plantoil",3540,"Plant Oil"
"Blood Magic","bloodmagic:primitive_crystalline_resonator",3534,"Primitive Resonator"
"Blood Magic","bloodmagic:primitive_explosive_cell",3532,"Primitive Explosive Cell"
"Blood Magic","bloodmagic:primitive_hydration_cell",3533,"Primitive Hydration Cell"
"Blood Magic","bloodmagic:quick_draw_anointment",3440,"Dexterity Alkahest"
"Blood Magic","bloodmagic:rawdemoncrystal",3429,"Raw Crystal Cluster"
"Blood Magic","bloodmagic:reagentair",3513,"Air Reagent"
"Blood Magic","bloodmagic:reagentbinding",3516,"Binding Reagent"
"Blood Magic","bloodmagic:reagentbloodlight",3514,"Blood Lamp Reagent"
"Blood Magic","bloodmagic:reagentfastminer",3511,"Mining Reagent"
"Blood Magic","bloodmagic:reagentgrowth",3510,"Growth Reagent"
"Blood Magic","bloodmagic:reagentholding",3517,"Holding Reagent"
"Blood Magic","bloodmagic:reagentlava",3508,"Lava Reagent"
"Blood Magic","bloodmagic:reagentmagnetism",3512,"Magnetism Reagent"
"Blood Magic","bloodmagic:reagentsight",3515,"Sight Reagent"
"Blood Magic","bloodmagic:reagentvoid",3509,"Void Reagent"
"Blood Magic","bloodmagic:reagentwater",3507,"Water Reagent"
"Blood Magic","bloodmagic:reinforcedslate",3476,"Reinforced Slate"
"Blood Magic","bloodmagic:ritualdiviner",3504,"Ritual Diviner"
"Blood Magic","bloodmagic:ritualdivinerdusk",3505,"Ritual Diviner [Dusk]"
"Blood Magic","bloodmagic:ritualstone",3384,"Ritual Stone"
"Blood Magic","bloodmagic:ritualtinkerer",3506,"Ritual Tinkerer"
"Blood Magic","bloodmagic:sacrificerune",3376,"Rune of Sacrifice"
"Blood Magic","bloodmagic:sacrificialdagger",3474,"Sacrificial Knife"
